Id,Label,timeset,description,url,cluster,weight<links>,weight<total_link_strength>,weight<citations>,weight<norm._citations>,score<pub._year>,score<citations>,score<norm._citations>
2040,phillips (2004),,"<table><tr><td>Authors:</td><td>phillips, ps; read, ad; tonglet, m</td></tr><tr><td>Title:</td><td>using the theory of planned behaviour to investigate the determinants of recycling behaviour: a case study from brixworth, uk</td></tr><tr><td>Source:</td><td>resources conservation and recycling, 41(3), 191-214</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1016/j.resconrec.2003.11.001,6,71,167,156,4.7613,2004,156,4.7613
2043,hearn (2004),,"<table><tr><td>Authors:</td><td>hearn, dw; lawphongpanich, s</td></tr><tr><td>Title:</td><td>an mpec approach to second-best toll pricing</td></tr><tr><td>Source:</td><td>mathematical programming, 101(1), 33-55</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1007/s10107-004-0536-5,2,101,255,75,2.2891,2004,75,2.2891
2044,farrell (2005),,"<table><tr><td>Authors:</td><td>farrell, s; saleh, w</td></tr><tr><td>Title:</td><td>implications of congestion charging for departure time choice: work and non-work schedule flexibility</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 39(7-9), 773-791</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1016/j.tra.2005.02.016,7,98,121,38,1.047,2005,38,1.047
2045,ando (2005),,"<table><tr><td>Authors:</td><td>ando, aw; gosselin, ay</td></tr><tr><td>Title:</td><td>recycling in multifamily dwellings: does convenience matter?</td></tr><tr><td>Source:</td><td>economic inquiry, 43(2), 426-438</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1093/ei/cbi029,6,56,158,40,1.1021,2005,40,1.1021
2060,konishi (2005),,"<table><tr><td>Authors:</td><td>konishi, kj; mun, si; yoshikawa, k</td></tr><tr><td>Title:</td><td>optimal cordon pricing in a non-monocentric city</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 39(7-9), 723-736</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1016/j.tra.2005.02.020,2,102,161,28,0.7715,2005,28,0.7715
2066,lo (2005),,"<table><tr><td>Authors:</td><td>lo, hk; szeto, wy</td></tr><tr><td>Title:</td><td>road pricing modeling for hyper-congestion</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 39(7-9), 705-722</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1016/j.tra.2005.02.019,2,155,222,24,0.6613,2005,24,0.6613
2069,de palma (2004),,"<table><tr><td>Authors:</td><td>de palma, a; lindsey, r</td></tr><tr><td>Title:</td><td>congestion pricing with heterogeneous travelers: a general-equilibrium welfare analysis</td></tr><tr><td>Source:</td><td>networks & spatial economics, 4(2), 135-160</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",,2,251,587,28,0.8546,2004,28,0.8546
2072,levinson (2005),,"<table><tr><td>Authors:</td><td>levinson, d</td></tr><tr><td>Title:</td><td>micro-foundations of congestion and pricing: a game theory perspective</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 39(7-9), 691-704</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1016/j.tra.2005.02.021,2,181,343,36,0.9919,2005,36,0.9919
2075,hakkert (2003),,"<table><tr><td>Authors:</td><td>hakkert, s; kaplan, s; shiftan, y</td></tr><tr><td>Title:</td><td>scenario building as a tool for planning a sustainable transportation system</td></tr><tr><td>Source:</td><td>transportation research part d-transport and environment, 8(5), 323-342</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1016/s1361-9209(03)00020-8,3,84,96,69,3.1418,2003,69,3.1418
2077,molina (2004),,"<table><tr><td>Authors:</td><td>molina, lt; molina, mj</td></tr><tr><td>Title:</td><td>megacities and atmospheric pollution</td></tr><tr><td>Source:</td><td>journal of the air & waste management association, 54(6), 644-680</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",,5,34,59,303,9.248,2004,303,9.248
2079,de cea (2005),,"<table><tr><td>Authors:</td><td>de cea, j; dekock, v; fernandez, je; soto, a</td></tr><tr><td>Title:</td><td>solving network equilibrium problems on multimodal urban transportation networks with multiple user classes</td></tr><tr><td>Source:</td><td>transport reviews, 25(3), 293-317</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1080/0144164042000335805,2,83,144,21,0.5786,2005,21,0.5786
2080,kalmanje (2005),,"<table><tr><td>Authors:</td><td>kalmanje, s; kockelman, km</td></tr><tr><td>Title:</td><td>credit-based congestion pricing: a policy proposal and the public's response</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 39(7-9), 671-690</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1016/j.tra.2005.02.014,2,271,561,68,1.8736,2005,68,1.8736
2082,hau (2005),,"<table><tr><td>Authors:</td><td>hau, td</td></tr><tr><td>Title:</td><td>economic fundamentals of road pricing: a diagrammatic analysis, part ii - relaxation of assumptions</td></tr><tr><td>Source:</td><td>transportmetrica, 1(2), 119-149</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",,2,135,244,19,0.5235,2005,19,0.5235
2085,harata (2006),,"<table><tr><td>Authors:</td><td>harata, n; maruyama, t</td></tr><tr><td>Title:</td><td>difference between area-based and cordon-based congestion pricing - investigation by trip-chain-based network equilibrium model with nonadditive path costs</td></tr><tr><td>Source:</td><td>network modeling 2006, (1964), 1-8</td></tr><tr><td>Year:</td><td>2006</td></tr></table>",,2,59,112,6,0.1829,2006,6,0.1829
2086,ferrari (2005),,"<table><tr><td>Authors:</td><td>ferrari, p</td></tr><tr><td>Title:</td><td>road pricing and users' surplus</td></tr><tr><td>Source:</td><td>transport policy, 12(6), 477-487</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1016/j.tranpol.2005.02.007,2,115,188,7,0.1929,2005,7,0.1929
2090,hau (2005),,"<table><tr><td>Authors:</td><td>hau, td</td></tr><tr><td>Title:</td><td>economic fundamentals of road pricing: a diagrammatic analysis, part i - fundamentals</td></tr><tr><td>Source:</td><td>transportmetrica, 1(2), 81-117</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",,2,162,355,32,0.8817,2005,32,0.8817
2096,de palma (2005),,"<table><tr><td>Authors:</td><td>de palma, a; kilani, m; lindsey, r</td></tr><tr><td>Title:</td><td>congestion pricing on a road network: a study using the dynamic equilibrium simulator metropolis</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 39(7-9), 588-611</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1016/j.tra.2005.02.018,2,257,789,44,1.2123,2005,44,1.2123
2100,blythe (2005),,"<table><tr><td>Authors:</td><td>blythe, pt</td></tr><tr><td>Title:</td><td>congestion charging: technical options for the delivery of future uk policy</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 39(7-9), 571-587</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1016/j.tra.2005.02.012,2,133,175,18,0.496,2005,18,0.496
2104,bujosa (2006),,"<table><tr><td>Authors:</td><td>bujosa, m; de juan, a; garcia-ferrer, a; poncela, p</td></tr><tr><td>Title:</td><td>demand forecast and elasticities estimation of public transport</td></tr><tr><td>Source:</td><td>journal of transport economics and policy, 40, 45-67</td></tr><tr><td>Year:</td><td>2006</td></tr></table>",,2,68,94,11,0.3354,2006,11,0.3354
2105,bernstein (2004),,"<table><tr><td>Authors:</td><td>bernstein, dh; chen, m</td></tr><tr><td>Title:</td><td>solving the toll design problem with multiple user groups</td></tr><tr><td>Source:</td><td>transportation research part b-methodological, 38(1), 61-79</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1016/s0191-2615(03)00002-x,2,122,222,11,0.3357,2004,11,0.3357
2106,betsill (2004),,"<table><tr><td>Authors:</td><td>betsill, mm; bulkeley, h</td></tr><tr><td>Title:</td><td>transnational networks and global environmental governance: the cities for climate protection program</td></tr><tr><td>Source:</td><td>international studies quarterly, 48(2), 471-493</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1111/j.0020-8833.2004.00310.x,4,69,135,185,5.6464,2004,185,5.6464
2108,santos (2004),,"<table><tr><td>Authors:</td><td>santos, g</td></tr><tr><td>Title:</td><td>urban congestion charging - a second-best alternative</td></tr><tr><td>Source:</td><td>journal of transport economics and policy, 38, 345-369</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",,2,209,414,13,0.3968,2004,13,0.3968
2110,karlaftis (2004),,"<table><tr><td>Authors:</td><td>karlaftis, mg</td></tr><tr><td>Title:</td><td>a dea approach for evaluating the efficiency and effectiveness of urban transit systems</td></tr><tr><td>Source:</td><td>european journal of operational research, 152(2), 354-364</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1016/s0377-2217(03)0029-8,2,21,57,96,2.93,2004,96,2.93
2113,verhoef (2005),,"<table><tr><td>Authors:</td><td>verhoef, et</td></tr><tr><td>Title:</td><td>second-best congestion pricing schemes in the monocentric city</td></tr><tr><td>Source:</td><td>journal of urban economics, 58(3), 367-388</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1016/j.jue.2005.06.003,2,65,94,32,0.8817,2005,32,0.8817
2135,rojey (2004),,"<table><tr><td>Authors:</td><td>rojey, l; santos, g</td></tr><tr><td>Title:</td><td>distributional impacts of road pricing: the truth behind the myth</td></tr><tr><td>Source:</td><td>transportation, 31(1), 21-42</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1023/b:port.0000007234.98158.6b,2,156,267,53,1.6176,2004,53,1.6176
2140,de borger (2005),,"<table><tr><td>Authors:</td><td>de borger, b; proost, s; van dender, k</td></tr><tr><td>Title:</td><td>congestion and tax competition in a parallel network</td></tr><tr><td>Source:</td><td>european economic review, 49(8), 2013-2040</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1016/j.euroecorev.2004.06.005,2,66,117,44,1.2123,2005,44,1.2123
2152,kalmanje (2004),,"<table><tr><td>Authors:</td><td>kalmanje, s; kockelman, km</td></tr><tr><td>Title:</td><td>credit-based congestion pricing - travel, land value, and welfare impacts</td></tr><tr><td>Source:</td><td>transportation finance, economics, and economic development 2004, (1864), 45-53</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",,2,184,293,7,0.2136,2004,7,0.2136
2157,bernstein (2004),,"<table><tr><td>Authors:</td><td>bernstein, dh; chen, m; spasovic, ln</td></tr><tr><td>Title:</td><td>toll-design problem with stochastic route choice</td></tr><tr><td>Source:</td><td>environment and planning b-planning & design, 31(5), 731-742</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1068/b3022,2,143,245,6,0.1831,2004,6,0.1831
2158,mayer (2003),,"<table><tr><td>Authors:</td><td>mayer, c; sinai, t</td></tr><tr><td>Title:</td><td>network effects, congestion externalities, and air traffic delays: or why not all delays are evil</td></tr><tr><td>Source:</td><td>american economic review, 93(4), 1194-1215</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1257/000282803769206269,2,110,153,104,4.7354,2003,104,4.7354
2166,de dear (2003),,"<table><tr><td>Authors:</td><td>de dear, r; morgan, c</td></tr><tr><td>Title:</td><td>weather, clothing and thermal adaptation to indoor climate</td></tr><tr><td>Source:</td><td>climate research, 24(3), 267-284</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.3354/cr024267,1,55,121,44,2.0034,2003,44,2.0034
2168,davoudi (2005),,"<table><tr><td>Authors:</td><td>davoudi, s; evans, n</td></tr><tr><td>Title:</td><td>the challenge of governance in regional waste planning</td></tr><tr><td>Source:</td><td>environment and planning c-government and policy, 23(4), 493-517</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1068/c42m,4,41,61,24,0.6613,2005,24,0.6613
2175,feitelson (2004),,"<table><tr><td>Authors:</td><td>feitelson, e; rotem, o</td></tr><tr><td>Title:</td><td>the case for taxing surface parking</td></tr><tr><td>Source:</td><td>transportation research part d-transport and environment, 9(4), 319-333</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1016/j.trd.2004.04.002,7,57,69,18,0.5494,2004,18,0.5494
2177,chu (2003),,"<table><tr><td>Authors:</td><td>chu, cp; tsai, jf</td></tr><tr><td>Title:</td><td>the analysis of regulation on private highway investment under a build-operate-transfer scheme</td></tr><tr><td>Source:</td><td>transportation, 30(2), 221-243</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1023/a:1022503428001,2,191,373,8,0.3643,2003,8,0.3643
2191,giuliano (2003),,"<table><tr><td>Authors:</td><td>giuliano, g; narayan, d</td></tr><tr><td>Title:</td><td>another look at travel patterns and urban form: the us and great britain</td></tr><tr><td>Source:</td><td>urban studies, 40(11), 2295-2312</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",http://dx.doi.org/10.1080/0042098032000123303,3,111,142,70,3.1873,2003,70,3.1873
2194,giuliano (2005),,"<table><tr><td>Authors:</td><td>giuliano, g</td></tr><tr><td>Title:</td><td>low income, public transit, and mobility</td></tr><tr><td>Source:</td><td>transit: planning, management and maintenance, technology, marketing and fare policy, and capacity and qualtiy of sevice, 1927, 63-70</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.3141/1927-08,3,89,111,31,0.8542,2005,31,0.8542
2215,dieleman (2004),,"<table><tr><td>Authors:</td><td>dieleman, fm; dijst, m; schwanen, t</td></tr><tr><td>Title:</td><td>policies for urban form and their impact on travel: the netherlands experience</td></tr><tr><td>Source:</td><td>urban studies, 41(3), 579-603</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1080/0042098042000178690,3,131,231,113,3.4489,2004,113,3.4489
2220,yang (2004),,"<table><tr><td>Authors:</td><td>yang, h; zhang, xn</td></tr><tr><td>Title:</td><td>the optimal cordon-based network congestion pricing problem</td></tr><tr><td>Source:</td><td>transportation research part b-methodological, 38(6), 517-537</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1016/j.trb.2003.08.001,2,167,350,89,2.7164,2004,89,2.7164
2239,shoup (2004),,"<table><tr><td>Authors:</td><td>shoup, dc</td></tr><tr><td>Title:</td><td>the ideal source of local public revenue</td></tr><tr><td>Source:</td><td>regional science and urban economics, 34(6), 753-784</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1016/j.regsciurbeco.2003.10.003,7,51,62,26,0.7936,2004,26,0.7936
2250,hu (2005),,"<table><tr><td>Authors:</td><td>hu, sc; saleh, w</td></tr><tr><td>Title:</td><td>impacts of congestion charging on shopping trips in edinburgh</td></tr><tr><td>Source:</td><td>transport policy, 12(5), 443-450</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1016/j.tranpol.2005.06.004,7,72,76,13,0.3582,2005,13,0.3582
2253,ainsworth (2004),,"<table><tr><td>Authors:</td><td>ainsworth, be; cook, a; mixon, g; reed, ja; wilson, dk</td></tr><tr><td>Title:</td><td>awareness and use of community walking trails</td></tr><tr><td>Source:</td><td>preventive medicine, 39(5), 903-908</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1016/j.ypmed.2004.03.013,5,60,113,42,1.2819,2004,42,1.2819
2257,ferrara (2005),,"<table><tr><td>Authors:</td><td>ferrara, i; missios, p</td></tr><tr><td>Title:</td><td>recycling and waste diversion effectiveness: evidence from canada</td></tr><tr><td>Source:</td><td>environmental & resource economics, 30(2), 221-238</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1007/s10640-004-1518-z,6,48,223,34,0.9368,2005,34,0.9368
2259,southworth (2005),,"<table><tr><td>Authors:</td><td>southworth, m</td></tr><tr><td>Title:</td><td>designing the walkable city</td></tr><tr><td>Source:</td><td>journal of urban planning and development-asce, 131(4), 246-257</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1064/(asce)0733-9488(2005)131:4(246),5,144,212,142,3.9126,2005,142,3.9126
2268,pucher (2003),,"<table><tr><td>Authors:</td><td>pucher, j; renne, jl</td></tr><tr><td>Title:</td><td>socioeconomics of urban travel: evidence from the 2001 nhts</td></tr><tr><td>Source:</td><td>transportation quarterly, 57(3), 49-77</td></tr><tr><td>Year:</td><td>2003</td></tr></table>",,3,106,114,209,9.5164,2003,209,9.5164
2269,betsill (2005),,"<table><tr><td>Authors:</td><td>betsill, mm; bulkeley, h</td></tr><tr><td>Title:</td><td>rethinking sustainable cities: multilevel governance and the 'urban' politics of climate change</td></tr><tr><td>Source:</td><td>environmental politics, 14(1), 42-63</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1080/0964401042000310178,4,94,142,273,7.5221,2005,273,7.5221
2271,pels (2004),,"<table><tr><td>Authors:</td><td>pels, e; verhoef, et</td></tr><tr><td>Title:</td><td>the economics of airport congestion pricing</td></tr><tr><td>Source:</td><td>journal of urban economics, 55(2), 257-277</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1016/j.jue.2003.10.003,2,60,76,89,2.7164,2004,89,2.7164
2273,rietveld (2004),,"<table><tr><td>Authors:</td><td>rietveld, p; wagtendonk, aj</td></tr><tr><td>Title:</td><td>the location of new residential areas and the preservation of open space: experiences in the netherlands</td></tr><tr><td>Source:</td><td>environment and planning a, 36(11), 2047-2063</td></tr><tr><td>Year:</td><td>2004</td></tr></table>",http://dx.doi.org/10.1068/a36200,3,67,84,14,0.4273,2004,14,0.4273
2275,abrahamse (2005),,"<table><tr><td>Authors:</td><td>abrahamse, w; rothengatter, t; steg, l; vlek, c</td></tr><tr><td>Title:</td><td>a review of intervention studies aimed at household energy conservation</td></tr><tr><td>Source:</td><td>journal of environmental psychology, 25(3), 273-291</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1016/j.jenvp.2005.08.002,1,69,139,697,19.2047,2005,697,19.2047
2282,han (2006),,"<table><tr><td>Authors:</td><td>han, xl; naeher, lp</td></tr><tr><td>Title:</td><td>a review of traffic-related air pollution exposure assessment studies in the developing world</td></tr><tr><td>Source:</td><td>environment international, 32(1), 106-120</td></tr><tr><td>Year:</td><td>2006</td></tr></table>",http://dx.doi.org/10.1016/j.envint.2005.05.020,5,27,103,217,6.6166,2006,217,6.6166
2286,bai (2010),,"<table><tr><td>Authors:</td><td>bai, xm; cao, b; cui, sh; lin, jy; wang, w</td></tr><tr><td>Title:</td><td>evaluating the effectiveness of urban energy conservation and ghg mitigation measures: the case of xiamen city, china</td></tr><tr><td>Source:</td><td>energy policy, 38(9), 5123-5132</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1016/j.enpol.2010.04.042,4,81,104,56,2.2061,2010,56,2.2061
2288,davies (2005),,"<table><tr><td>Authors:</td><td>davies, ar</td></tr><tr><td>Title:</td><td>incineration politics and the geographies of waste governance: a burning issue for ireland?</td></tr><tr><td>Source:</td><td>environment and planning c-government and policy, 23(3), 375-397</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1068/c0413j,4,58,76,28,0.7715,2005,28,0.7715
2304,hankey (2010),,"<table><tr><td>Authors:</td><td>hankey, s; marshall, jd</td></tr><tr><td>Title:</td><td>impacts of urban form on future us passenger-vehicle greenhouse gas emissions</td></tr><tr><td>Source:</td><td>energy policy, 38(9), 4880-4887</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1016/j.enpol.2009.07.005,3,144,211,39,1.5364,2010,39,1.5364
2306,abrahamse (2006),,"<table><tr><td>Authors:</td><td>abrahamse, w; dreijerink, l; steg, l</td></tr><tr><td>Title:</td><td>why are energy policies acceptable and effective?</td></tr><tr><td>Source:</td><td>environment and behavior, 38(1), 92-111</td></tr><tr><td>Year:</td><td>2006</td></tr></table>",http://dx.doi.org/10.1177/0013916505278519,1,70,96,65,1.9819,2006,65,1.9819
2313,burke (2010),,"<table><tr><td>Authors:</td><td>burke, m; cole, r; donald, m; leslie, e; owen, n</td></tr><tr><td>Title:</td><td>perceptions of representatives of public, private, and community sector institutions of the barriers and enablers for physically active transport</td></tr><tr><td>Source:</td><td>transport policy, 17(6), 496-504</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1016/j.tranpol.2010.05.003,5,79,123,13,0.5121,2010,13,0.5121
2317,keirstead (2010),,"<table><tr><td>Authors:</td><td>keirstead, j; schulz, nb</td></tr><tr><td>Title:</td><td>london and beyond: taking a closer look at urban energy policy</td></tr><tr><td>Source:</td><td>energy policy, 38(9), 4870-4879</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1016/j.enpol.2009.07.025,4,70,84,31,1.2212,2010,31,1.2212
2320,gronhoj (2010),,"<table><tr><td>Authors:</td><td>gronhoj, a; thogersen, j</td></tr><tr><td>Title:</td><td>electricity saving in households-a social cognitive approach</td></tr><tr><td>Source:</td><td>energy policy, 38(12), 7732-7743</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1016/j.enpol.2010.08.025,1,93,180,67,2.6394,2010,67,2.6394
2322,kao (2010),,"<table><tr><td>Authors:</td><td>kao, cy; wei, ch</td></tr><tr><td>Title:</td><td>measuring traveler involvement in urban public transport services: the case of kaohsiung</td></tr><tr><td>Source:</td><td>transport policy, 17(6), 444-453</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1016/j.tranpol.2010.04.011,7,67,68,8,0.3152,2010,8,0.3152
2328,colvile (2005),,"<table><tr><td>Authors:</td><td>colvile, r; kaur, s; nieuwenhuijsen, m</td></tr><tr><td>Title:</td><td>personal exposure of street canyon intersection users to pm2.5, ultrafine particle counts and carbon monoxide in central. london, uk</td></tr><tr><td>Source:</td><td>atmospheric environment, 39(20), 3629-3641</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1016/j.atmosenv.2005.02.046,5,15,84,117,3.2237,2005,117,3.2237
2338,burch (2010),,"<table><tr><td>Authors:</td><td>burch, s</td></tr><tr><td>Title:</td><td>in pursuit of resilient, low carbon communities: an examination of barriers to action in three canadian cities</td></tr><tr><td>Source:</td><td>energy policy, 38(12), 7575-7585</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1016/j.enpol.2009.06.070,4,107,138,57,2.2455,2010,57,2.2455
2340,sagaris (2010),,"<table><tr><td>Authors:</td><td>sagaris, l</td></tr><tr><td>Title:</td><td>from sustainable transport development to active citizenship and participatory democracy: the experience of living city in chile</td></tr><tr><td>Source:</td><td>natural resources forum, 34(4), 275-288</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1111/j.1477-8947.2010.01312.x,5,80,119,7,0.2758,2010,7,0.2758
2345,savage (2010),,"<table><tr><td>Authors:</td><td>savage, i; small, ka</td></tr><tr><td>Title:</td><td>a comment on 'subsidisation of urban public transport and the mohring effect'</td></tr><tr><td>Source:</td><td>journal of transport economics and policy, 44, 373-380</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",,2,66,112,12,0.4727,2010,12,0.4727
2346,brownson (2005),,"<table><tr><td>Authors:</td><td>brownson, rc; elliott, mb; handy, sl; hoehner, cm; ramirez, lkb</td></tr><tr><td>Title:</td><td>perceived and objective environmental measures and physical activity among urban adults</td></tr><tr><td>Source:</td><td>american journal of preventive medicine, 28(2), 105-116</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1016/j.amepre.2004.10.023,5,90,203,432,11.9031,2005,432,11.9031
2348,belle (2005),,"<table><tr><td>Authors:</td><td>belle, sh; brach, js; king, wc; kriska, am; simkin-silverman, lr; soska, t</td></tr><tr><td>Title:</td><td>objective measures of neighborhood environment and physical activity in older women</td></tr><tr><td>Source:</td><td>american journal of preventive medicine, 28(5), 461-469</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1016/j.amepre.2005.02.001,5,62,132,123,3.3891,2005,123,3.3891
2350,meng (2005),,"<table><tr><td>Authors:</td><td>meng, q; xu, w; yang, h</td></tr><tr><td>Title:</td><td>trial-and-error procedure for implementing a road-pricing scheme</td></tr><tr><td>Source:</td><td>network modeling 2005, (1923), 103-109</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",,2,192,353,9,0.248,2005,9,0.248
2353,van den berg (2011),,"<table><tr><td>Authors:</td><td>van den berg, v; verhoef, et</td></tr><tr><td>Title:</td><td>congestion tolling in the bottleneck model with heterogeneous values of time</td></tr><tr><td>Source:</td><td>transportation research part b-methodological, 45(1), 60-78</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",http://dx.doi.org/10.1016/j.trb.2010.04.003,2,122,211,37,1.8127,2011,37,1.8127
2356,ison (2005),,"<table><tr><td>Authors:</td><td>ison, s; rye, t</td></tr><tr><td>Title:</td><td>implementing road user charging: the lessons learnt from hong kong, cambridge and central london</td></tr><tr><td>Source:</td><td>transport reviews, 25(4), 451-465</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1080/0144164042000335788,2,105,167,42,1.1572,2005,42,1.1572
2359,mokhtarian (2005),,"<table><tr><td>Authors:</td><td>mokhtarian, pl; schwanen, t</td></tr><tr><td>Title:</td><td>what if you live in the wrong neighborhood? the impact of residential neighborhood type dissonance on distance traveled</td></tr><tr><td>Source:</td><td>transportation research part d-transport and environment, 10(2), 127-151</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1016/j.trd.2004.11.002,3,83,124,98,2.7002,2005,98,2.7002
2363,lindsey (2011),,"<table><tr><td>Authors:</td><td>lindsey, r; wang, jyt; yang, h</td></tr><tr><td>Title:</td><td>nonlinear pricing on private roads with congestion and toll collection costs</td></tr><tr><td>Source:</td><td>transportation research part b-methodological, 45(1), 9-40</td></tr><tr><td>Year:</td><td>2011</td></tr></table>",http://dx.doi.org/10.1016/j.trb.2010.05.004,2,83,100,11,0.5389,2011,11,0.5389
2365,brekke (2010),,"<table><tr><td>Authors:</td><td>brekke, ka; kipperberg, g; nyborg, k</td></tr><tr><td>Title:</td><td>social interaction in responsibility ascription: the case of household recycling</td></tr><tr><td>Source:</td><td>land economics, 86(4), 766-784</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",,6,72,125,19,0.7485,2010,19,0.7485
2367,harsman (2010),,"<table><tr><td>Authors:</td><td>harsman, b; quigley, jm</td></tr><tr><td>Title:</td><td>political and public acceptability of congestion pricing: ideology and self-interest</td></tr><tr><td>Source:</td><td>journal of policy analysis and management, 29(4), 854-u221</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",http://dx.doi.org/10.1002/pam.20529,2,146,245,40,1.5758,2010,40,1.5758
2370,coleman (2005),,"<table><tr><td>Authors:</td><td>coleman, j; kennedy, c; maclean, h; miller, e; shalaby, a</td></tr><tr><td>Title:</td><td>the four pillars of sustainable urban transportation</td></tr><tr><td>Source:</td><td>transport reviews, 25(4), 393-414</td></tr><tr><td>Year:</td><td>2005</td></tr></table>",http://dx.doi.org/10.1080/01441640500115835,3,162,219,45,1.2399,2005,45,1.2399
