,abstract,doc,number,topic,topic_size
118,"Rising population, income and urbanization are increasing urban passenger transport demand in India. Energy and emissions intensities associated with conventional transport are no longer sustainable vis-a-vis energy security, air quality and climate change. Cities are seeking transport roadmaps that jointly mitigate these risks. Roadmaps vary across cities, but approach to delineate actions is common: (i) 'representative vision' that articulates long-term goals, (ii) methods for comparative scenarios assessment, and (iii) quantification of co-benefits to prioritize actions. This paper illustrates application of quantitative modeling to assess development and environmental co-benefits for Ahmedabad city. The paper constructs two transport scenarios spanning till 2035. The bifurcating themes are: (i) Business-as-Usual (BAU) and Low Carbon Scenario (LCS). The quantitative assessment using Extended Snapshot (ExSS) Model shows that transport activity shall result in four-fold increase in energy demand under BAU from 2010 to 2035. Three key contributors to CO2 mitigation under LCS in merit order are: (i) fuel switch, including decarbonized electricity, (ii) modal shift, and (iii) substitution of travel demand. Scenarios analysis shows that LCS improves energy security by reducing oil demand and also delivers air quality co-benefits - reducing 74% NOx and 83% PM2.5 from the passenger transport sector compared to BAU in 2035. Finally, the paper argues that cities in developing countries can leverage carbon finance to develop sustainable and low carbon mobility plans that prevent adverse infrastructure and behavioral lock-ins and prompt low carbon development. (C) 2015 Elsevier Ltd. All rights reserved.",WOS:000375170600024,2035,GHG emissions,
119,"To cope with global warming, China has promulgated Enhanced actions on climate change: China's intended nationally determined contributions and will start the national carbon emissions trading market in 2017. Carbon emissions are distributed by the form of free quota and paid quota. However, few literatures have focused on how the economy and the environment would be changed by the change of free quota ratio. This paper establishes the 10 scenarios of different free quota ratio of carbon emissions rights and uses a dynamic, recursive computable general equilibrium (CGE) model to simulate the carbon emissions trading market, to explore the relationship between free quota ratio and carbon trading price, and the impact of carbon trading scheme (ETS) on China's economy and environment. The results show that free quota ratio will not have a direct impact on gross domestic product (GDP) and other economic and environment indicators but carbon trading prices. The prices and the rate of free payment in the current pilot cities in China are still relatively conservative. It is possible to reach emission peak, 8.21 billion ton, in 2025 and accumulative CO2 reduction from 2017 to 2030 is 20.02 billion tons, or 59.60% of 2010 world's total CO2 emission. Cement, minerals, electricity and nonferrous metals under ETS will suffer great losses, so subsidy should be considered. Finally, we suggested that China should reduce the total carbon rights to increase the carbon price in 2017, and gradually reducing the proportion of free quota, from 90% in 2017 to 50% or less in 2030, by which the peak year of CO2 emission can meet in 2025. We also suggest that ETS is an effective strategy for CO2 reduction and the ratio should be gradually reduced in ETS to prevent violent fluctuation of carbon price in China. (C) 2016 Elsevier Ltd. All rights reserved.",WOS:000377728700001,2025,GHG emissions,
120,"To cope with global warming, China has promulgated Enhanced actions on climate change: China's intended nationally determined contributions and will start the national carbon emissions trading market in 2017. Carbon emissions are distributed by the form of free quota and paid quota. However, few literatures have focused on how the economy and the environment would be changed by the change of free quota ratio. This paper establishes the 10 scenarios of different free quota ratio of carbon emissions rights and uses a dynamic, recursive computable general equilibrium (CGE) model to simulate the carbon emissions trading market, to explore the relationship between free quota ratio and carbon trading price, and the impact of carbon trading scheme (ETS) on China's economy and environment. The results show that free quota ratio will not have a direct impact on gross domestic product (GDP) and other economic and environment indicators but carbon trading prices. The prices and the rate of free payment in the current pilot cities in China are still relatively conservative. It is possible to reach emission peak, 8.21 billion ton, in 2025 and accumulative CO2 reduction from 2017 to 2030 is 20.02 billion tons, or 59.60% of 2010 world's total CO2 emission. Cement, minerals, electricity and nonferrous metals under ETS will suffer great losses, so subsidy should be considered. Finally, we suggested that China should reduce the total carbon rights to increase the carbon price in 2017, and gradually reducing the proportion of free quota, from 90% in 2017 to 50% or less in 2030, by which the peak year of CO2 emission can meet in 2025. We also suggest that ETS is an effective strategy for CO2 reduction and the ratio should be gradually reduced in ETS to prevent violent fluctuation of carbon price in China. (C) 2016 Elsevier Ltd. All rights reserved.",WOS:000377728700001,2030,GHG emissions,
121,"To cope with global warming, China has promulgated Enhanced actions on climate change: China's intended nationally determined contributions and will start the national carbon emissions trading market in 2017. Carbon emissions are distributed by the form of free quota and paid quota. However, few literatures have focused on how the economy and the environment would be changed by the change of free quota ratio. This paper establishes the 10 scenarios of different free quota ratio of carbon emissions rights and uses a dynamic, recursive computable general equilibrium (CGE) model to simulate the carbon emissions trading market, to explore the relationship between free quota ratio and carbon trading price, and the impact of carbon trading scheme (ETS) on China's economy and environment. The results show that free quota ratio will not have a direct impact on gross domestic product (GDP) and other economic and environment indicators but carbon trading prices. The prices and the rate of free payment in the current pilot cities in China are still relatively conservative. It is possible to reach emission peak, 8.21 billion ton, in 2025 and accumulative CO2 reduction from 2017 to 2030 is 20.02 billion tons, or 59.60% of 2010 world's total CO2 emission. Cement, minerals, electricity and nonferrous metals under ETS will suffer great losses, so subsidy should be considered. Finally, we suggested that China should reduce the total carbon rights to increase the carbon price in 2017, and gradually reducing the proportion of free quota, from 90% in 2017 to 50% or less in 2030, by which the peak year of CO2 emission can meet in 2025. We also suggest that ETS is an effective strategy for CO2 reduction and the ratio should be gradually reduced in ETS to prevent violent fluctuation of carbon price in China. (C) 2016 Elsevier Ltd. All rights reserved.",WOS:000377728700001,2025,GHG emissions,
122,"Adoption of electric vehicles by transport companies remains limited although major European cities should reach CO2-free city logistics by 2030. This paper explores therefore the vehicle choice behaviour of transport companies through a conjoint-based choice analysis. The results showed that the benefits of battery electric vehicles are less valued than their disadvantages. However, a majority of respondents agrees that authorities should encourage the use of battery electric vehicles. Based on the preferences of transporters, we conclude that the most important measures are to develop a larger charging infrastructure and implement financial incentives through subsidies or tax exemption. (C) 2016 Elsevier Ltd. All rights reserved.",WOS:000378180600014,2030,e-Vehicles,
123,"Building sector consumes a significant amount of energy worldwide (up to 40% of the total global energy); moreover, by the year 2030 the consumption is expected to increase by 50%. One of the reasons is that the performance of buildings and its components degrade over the years. In recent years, energy benchmarking for government office buildings, large scale public buildings and large commercial buildings is one of the key energy saving projects for promoting the development of building energy efficiency and sustainable energy savings in Gulf Cooperation Council (GCC) countries. Benchmarking would increase the purchase of energy efficient equipment, reducing energy bills, CO2 emissions and conventional air pollution. This paper focuses on energy benchmarking for shopping centers in Gulf Coast Region. In addition, this paper will analyze a sample of shopping centers data in Gulf Coast Region (Dubai, Ajman, Sharjah, Oman and Bahrain). It aims to develop a benchmark for these shopping centers by highlighting the status of energy consumption performance. This research will support the sustain ability movement in Gulf area through classifying the shopping centers into: Poor, Usual and Best Practices in terms of energy efficiency. According to the benchmarking analysis in this paper, the shopping centers best energy management practices in the Gulf Coast Region are the buildings that consume less than 810 kW h/m(2)/yr, whereas the poor building practices are the centers that consume greater than 1439 kW h/m(2)/yr. The conclusions of this work can be used as a reference for shopping centres benchmarking with similar climate. (C) 2016 Elsevier Ltd. All rights reserved.",WOS:000371550300022,2030,Energy efficiency & consumption,
124,"The German Energiewende envisages achieving a climate-neutral building stock in 2050 by means of two major pillars of regulation. First, residential buildings should consume 80% less primary energy and second; the remaining energy demand should be covered primarily with renewables. This paper simulates the future German heating market under different policy scenarios in order to evaluate the impact and limits of recent and conceivable policies. The investigation is based upon a dual model approach, linking a residential heating model to a discrete choice model. The major finding is that current regulations are not suitable for the achievement of governmental targets. Scenario calculations show that additional carbon emission reductions, triggered by the current regulatory regime, are falling short of expectations. In terms of economic efficiency, all calculated policy alternatives outperform the regulation currently in place. This allows to draw the conclusion that carbon emission reductions can be achieved without a major increase in cost. The model results highlight two policy implications. First, a rising mandatory share of renewables in the heating market is needed for target achievement and can be cost effectively. Second, renewable obligations for heating systems must include the existing building stock to achieve the postulated political targets. (C) 2016 Elsevier Ltd. All rights reserved.",WOS:000377725000025,2050,Heating & cooling systems,
125,"Cities are major contributors to global emissions, producers of waste and consumers of resources such as energy, water and food: implementing green development strategies is hence a core challenge of modern city-planning. The attention of research has been focusing on the development of energy efficient, low carbon strategies, yet city decision-makers need truly integrated approaches, as the one proposed by the water-energy-food Nexus. The purpose of our paper is to investigate whether it is possible to take one step in this direction by extending existing approaches to energy efficiency strategies to progressively include other priority resources, in particular water. To test this hypothesis we have taken a robust and well accepted methodology, the ELCC (Economics of Low Carbon development strategies for Cities) developed by SEI and CCCEP, and we have extended it to the case of demand side water efficiency strategies for cities. We have then applied the adapted ELCC framework to the case study of the domestic sector of the city of Bologna (Italy), identifying and prioritizing several efficiency measures. Measures were evaluated through their capital investment, annual values of savings, payback period and reduction in consumption, and then aggregated in different scenarios in order to highlight potential urban investments and to showcase a possible approach to the prioritization of demand side water efficiency measures. The results show that, with an upfront investment of (sic) 17 million, a feasible subset of Bologna's households could be equipped with five selected cost-effective measures, generating annual savings of (sic) 10.2 million and reducing the total domestic water consumption of 34% by 2020 compared to the 2012 initial value. With additional (sic) 28.5 million, households could be equipped with more costly appliances reaching an overall water reduction of 37% by 2020. Our findings confirm that it is possible to successfully extend current approaches to urban energy efficiency strategies to include demand side water efficiency, adding an important building block to the construction of an integrated Nexus-based approach to green development strategies at the city-level. We encourage further tests to confirm the robustness of the methodology. (C) 2016 Elsevier Ltd. All rights reserved.",WOS:000370900400008,2020,Building water use,
126,"Cities are major contributors to global emissions, producers of waste and consumers of resources such as energy, water and food: implementing green development strategies is hence a core challenge of modern city-planning. The attention of research has been focusing on the development of energy efficient, low carbon strategies, yet city decision-makers need truly integrated approaches, as the one proposed by the water-energy-food Nexus. The purpose of our paper is to investigate whether it is possible to take one step in this direction by extending existing approaches to energy efficiency strategies to progressively include other priority resources, in particular water. To test this hypothesis we have taken a robust and well accepted methodology, the ELCC (Economics of Low Carbon development strategies for Cities) developed by SEI and CCCEP, and we have extended it to the case of demand side water efficiency strategies for cities. We have then applied the adapted ELCC framework to the case study of the domestic sector of the city of Bologna (Italy), identifying and prioritizing several efficiency measures. Measures were evaluated through their capital investment, annual values of savings, payback period and reduction in consumption, and then aggregated in different scenarios in order to highlight potential urban investments and to showcase a possible approach to the prioritization of demand side water efficiency measures. The results show that, with an upfront investment of (sic) 17 million, a feasible subset of Bologna's households could be equipped with five selected cost-effective measures, generating annual savings of (sic) 10.2 million and reducing the total domestic water consumption of 34% by 2020 compared to the 2012 initial value. With additional (sic) 28.5 million, households could be equipped with more costly appliances reaching an overall water reduction of 37% by 2020. Our findings confirm that it is possible to successfully extend current approaches to urban energy efficiency strategies to include demand side water efficiency, adding an important building block to the construction of an integrated Nexus-based approach to green development strategies at the city-level. We encourage further tests to confirm the robustness of the methodology. (C) 2016 Elsevier Ltd. All rights reserved.",WOS:000370900400008,2020,Building water use,
127,"Enhanced dissemination of information regarding energy saving and climate change targeted toward property owners is considered to be an important strategy in order to reach the Swedish national target of energy efficiency in the building sector by 2050. Here the municipality energy advisors and the national register for energy performance certificates can facilitate the mitigation of energy use in the building stock. So far few studies have focused on the practical road map to the national target of energy use on the city/district level and to the communication aspects with stakeholders in the creation of energy city models. In this paper a city energy model is developed based on the requests and need for visualization from a group of energy advisors. Six different scenarios are studied in order to analyze the possibility of reaching the energy targets specified by the government in the town of Kiruna. The results show that: (1) it is possible to automatically create city energy models using extract, transform and load tools based on spatial and non-spatial data from national registers and databases; (2) city energy models improve the understanding of energy use in buildings and can therefore be a valuable tool for energy advisors, real estate companies and urban planners. The case study of Kiruna showed that the proposed energy saving measures in the energy performance certificates need to be implemented and new buildings in the urban transformation must be of high energy standard in order to reach the national target in Kiruna. (C) 2016 Elsevier Ltd. All rights reserved.",WOS:000373749800005,2050,Energy efficiency & consumption,
128,"The objective of this study is to provide a strategic evaluation of the mitigation of CO2 emissions via modal substitution of high-speed rail for short-haul air travel on the Sydney Melbourne, Australia city-pair from a life cycle perspective. It has been demonstrated that when considering CO2 emissions from vehicle operations, the modal shift from air to high-speed rail on this city-pair has the potential to provide a means of CO2 mitigation. However, uncertainty exists with regard to the level of mitigation potential when considering the whole-of-life performance of the systems. Given the significant difference in the infrastructure requirements between the air mode and the high-speed rail mode, this study quantifies the life cycle CO2 load attributable to each system and examines the effect on CO2 mitigation potential. The study concluded that while the inclusion of the linehaul infrastructure did increase the CO2 load associated with high-speed rail mode, it did not equate to or exceed the CO2 load per trip as experienced by the air mode. The avoided annual life cycle CO2 emission in the target year 2056 was 037 Mt representing an 18% reduction when compared to the air mode only on the city pair. In fact, the scenario comparison indicated that the substitution of high-speed rail for short-haul air travel on the city pair resulted in CO2 emissions avoidance throughout the longitudinal period. (C) 2016 Elsevier Ltd. All rights reserved.",WOS:000377829900027,2056,Air quality,
129,"Rapid industrial development consumes a large amount of water and energy, which causes both urban water shortages and massive carbon emissions. Therefore, optimization of the urban industrial structure is urgently required to pursue the low-carbon goal under the constraints of water supply. In this paper, we chose Dalian city in China as a case study and divided its industrial sectors into three types according to their output value. Meanwhile, we used the LMDI (Logarithmic Mean Divisia Index) method to decompose the factors that impact industrial carbon emissions from energy consumption. Based on the ratio of the carbon emission effects, five scenarios were set respectively, and accounted for the carbon emissions and water consumption under different scenarios of industrial structure. The results indicated that the economic growth effect was the most significant factor that contributed to industrial carbon emissions, while industrial structure effect was the largest negative factor for increasing industrial carbon emissions. The results also indicated that the total carbon emissions under the HOV (high output-value)-preferred and water-conserved scenario will be lower by 8.5% in 2020 than the baseline scenario, while both its energy intensity and water intensity will meet the requirements of the constraints of the urban development planning. (C) 2015 Elsevier Ltd. All rights reserved.",WOS:000384626400030,2020,GHG emissions,
130,"The volume of construction work in the GCC countries is dramatically increasing, which poses challenges on energy demand and the environment. The building construction sector in the Kingdom of Saudi Arabia is the largest and fastest in the GCC states. It is estimated that 2.32 million new homes are to be built by 2020 in order to meet the demand of growing population. This article provides a comprehensive picture of the initiatives and research progress in energy conservation and management in the Saudi Arabian building sector. Starting with a background of energy scenario, the article covers the policy-level measures and research and development activities reported so far, and compares the current situation with the global trends. This review reveals that even though there are promising research activities, policy supports and growing public awareness, the Kingdom has wide scope for further developments in order to ensure (through the utilization of its resources at their fullest potential) that all the viable state-of-the-art technologies for energy conservation and management in buildings are implemented. Accordingly, a consolidated outline of the key areas in the domain is presented, and many potential new research directions are proposed. (C) 2016 Elsevier Ltd. All rights reserved.",WOS:000371948100133,2020,Planning & governance,
131,"By 2050, up to 75% of people globally will live in cities. Despite the potential ramifications of this urbanization for ecosystem services (ES), and the importance of locally produced ES for the health and wellbeing of urban residents, syntheses addressing the underlying ecology of ES provision rarely include urban areas. Here, I conduct a quantitative review of urban ES studies in the ecological literature, synthesizing trends across the discipline. I also quantify the extent to which this work considers the organisms and ecosystem components responsible for ES provision using two approaches: assessment of biodiversity-ES relationships, and an adaptation of the service provider concept. The majority of urban ES studies were conducted in western, developed countries, and typically assessed a single service in a single city - largely ignoring ES synergies and tradeoffs, and cross-city comparisons. While several different ES are studied in urban ecosystems, the field is dominated by weather and climate-related regulating services, with assessments of cultural services particularly lacking. Most studies described a habitat type as the service provider; however, studies that considered the biodiversity-ES relationship were more likely to identify a specific functional group, community, or population as the key provider of an ES. The biodiversity-ES relationship itself was most frequently characterized as dependent on the composition of species, functional traits, or structures, rather than correlated with the magnitude of any specific biodiversity metric. While the study of ES in urban ecosystems is increasing, there exists considerable room for further research. Future studies would benefit by expanding the number and categories of ES assessed within and across cities, as well as broadening the geographical scope of urban ES research. Biodiversity-ES assessments in urban ecosystems would also benefit from an expansion of the biodiversity types considered, particularly regarding non-species based approaches, and consideration of non-native and invasive species.",WOS:000377212000002,2050,Transport services & provisioning,
132,"In 2009, the government of Chile announced their official commitment to reduce national greenhouse gas emissions by 20% below a business-as-usual projection by 2020. Due to the fact that an effective way to reduce emissions is to implement a national carbon tax, the goal of this article is to quantify the value of a carbon tax that will allow the achievement of the emission reduction target and to assess its impact on the economy. The approach used in this work is to compare the economy before and after the implementation of the carbon tax by creating a static computable general equilibrium model of the Chilean economy. The model developed here disaggregates the economy in 23 industries and 23 commodities, and it uses four consumer agents (households, government, investment, and the rest of the world). By setting specific production and consumptions functions, the model can assess the variation in commodity prices, industrial production, and agent consumption, allowing a cross-sectoral analysis of the impact of the carbon tax. The benchmark of the economy, upon which the analysis is based, came from a social accounting matrix specially constructed for this model, based on the year 2010. The carbon tax was modeled as an ad valorem tax under two scenarios: tax on emissions from fossil fuels burned only by producers and tax on emissions from fossil fuels burned by producers and households. The abatement cost curve has shown that it is more cost-effective to tax only producers, rather than to tax both producers and households. This is due to the fact that when compared to the emission level observed in 2010, a 20% emission reduction will cause a loss in GDP of 2% and 2.3% respectively. Under the two scenarios, the tax value that could lead to that emission reduction is around 26 US dollars per ton of CO2-equivalent. The most affected productive sectors are oil refinery, transport, and electricity - having a contraction between 7% and 9%. Analyzing the electricity sector by energy source, the production of electricity from fossil fuels will decrease by 11%, but electricity from renewables will increase by 43%. Electricity producers will pass the cost of the carbon tax to the consumer by increasing the price of electricity by 8%. The findings of this paper will allow policy makers to take better and more informed decisions, by providing a cross-sectoral analysis of the impact on the economy of reducing emissions by 20% by implementing a national carbon tax. (C) 2016 Elsevier B.V. All rights reserved.",WOS:000380419900010,2020,GHG emissions,
133,"The gap between calculated and actual energy use has long be recognized as a major hurdle for a realistic assessment of buildings' performance and anticipated benefits from energy conservation measures, especially when attempting a national building stock analysis. A multinational European effort to develop a conceptual framework for monitoring the effectiveness of energy retrofit measures applied in the European housing sector has motivated a number of national pilot actions. This paper presents the results from the work carried out in Greece and elaborates a methodology for deriving different empirical adaptation factors that relate the normative calculated heating energy consumption from energy performance certificates (EPC) with the actual energy use. To gain some additional insight, the work is complemented by evidence from field surveys to collect actual energy use data from dwellings before and after refurbishment and behavioural surveys of occupants. The derived factors are used to adapt the predictions, which are then organized according to the Hellenic residential building typology. The overall approach is used with a building stock model to demonstrate a preliminary assessment of different energy conservation measures, towards meeting the national targets for 2020 and 2030. The ratio of actual to calculated primary energy consumption using the processed EPC data from over 8500 dwellings, averages 0.56 (i.e. 44% lower energy use than calculated). Findings from field surveys of occupant behavioural changes in the operation of space heating systems, confirm poor indoor thermal comfort conditions resulting from reduced operating hours of space heating, lower thermostat settings etc., which deviate significantly from normative calculation assumptions. Other field data on actual energy use before and after refurbishment provide additional insight for adapting the predicted savings as a result of common retrofit actions. Popular measures include for older buildings the installation of double glazed windows, the replacement of heat production systems and roof thermal insulation. On average, the weather corrected actual primary heating energy savings are about 21% by installing double glazed windows and about 18% by replacing an oil-fired boiler with a new natural gas unit. The application of the results with a building stock model illustrates that future energy and emission targets could be reached with the conservative adaptation factors, but will mandate combined measures and more aggressive modernization rates using an average trend scenario. (C) 2015 Elsevier Ltd. All rights reserved.",WOS:000372379700012,2020,Energy efficiency & consumption,
134,"As the main source of CO2 emissions in China, the industrial sector has faced pressure for reducing emissions. To achieve the target of 50% reduction of industrial carbon intensity by 2020 based on the 2005 level, it is urgent to formulate specific CO2 emission mitigation strategies in the provincial industrial sector. In order to provide decision-making support for the development and implementation of mitigation policy, our undesirable slack based measure (SBM) model is firstly applied to evaluate the industrial CO2 emission efficiency under total-factor frame (TFICEE) in 13 prefecture-level cities of Jiangsu Province, the largest CO2 emitter in China. Then, we analyze space-time distribution and distributional evolution tendency of TFICEE by using the GIS visualization method and kernel density estimation, respectively. Finally, we utilize the industrial abatement model to estimate the CO2 abatement potential of Jiangsu's industrial sector. The empirical results show that there exists a significant spatial inequality of TFICEE across various regions in Jiangsu, but the regional disparity has been narrowing during our study period. Additionally, average annual industrial CO2 emission reductions in Jiangsu Province can attain 15,654.00 (ten thousand tons), accounting for 28.2% of its average annual actual emissions, which can be achieved by improving production technology, adjusting industrial structure and raising the level of industry concentration.",WOS:000380760400105,2020,GHG emissions,
135,"Background: Climate change is a global threat to health and wellbeing. Here we provide findings of an international research project investigating the health and wellbeing impacts of policies to reduce greenhouse gas emissions in urban environments. Methods: Five European and two Chinese city authorities and partner academic organisations formed the project consortium. The methodology involved modelling the impact of adopted urban climate-change mitigation transport, buildings and energy policy scenarios, usually for the year 2020 and comparing them with business as usual (BAU) scenarios (where policies had not been adopted). Carbon dioxide emissions, health impacting exposures (air pollution, noise and physical activity), health (cardiovascular, respiratory, cancer and leukaemia) and wellbeing (including noise related wellbeing, overall wellbeing, economic wellbeing and inequalities) were modelled. The scenarios were developed from corresponding known levels in 2010 and pre-existing exposure response functions. Additionally there were literature reviews, three longitudinal observational studies and two cross sectional surveys. Results: There are four key findings. Firstly introduction of electric cars may confer some small health benefits but it would be unwise for a city to invest in electric vehicles unless their power generation fuel mix generates fewer emissions than petrol and diesel. Second, adopting policies to reduce private car use may have benefits for carbon dioxide reduction and positive health impacts through reduced noise and increased physical activity. Third, the benefits of carbon dioxide reduction from increasing housing efficiency are likely to be minor and co-benefits for health and wellbeing are dependent on good air exchange. Fourthly, although heating dwellings by in-home biomass burning may reduce carbon dioxide emissions, consequences for health and wellbeing were negative with the technology in use in the cities studied. Conclusions: The climate-change reduction policies reduced CO2 emissions (the most common greenhouse gas) from cities but impact on global emissions of CO2 would be more limited due to some displacement of emissions. The health and wellbeing impacts varied and were often limited reflecting existing relatively high quality of life and environmental standards in most of the participating cities; the greatest potential for future health benefit occurs in less developed or developing countries.",WOS:000371896300001,2020,GHG emissions,
136,"Decision-makers in the fields of urban and regional planning in Germany face new challenges. High rates of urban sprawl need to be reduced by increased inner-urban development while settlements have to adapt to climate change and contribute to the reduction of greenhouse gas emissions at the same time. In this study, we analyze conflicts in the management of urban areas and develop integrated sustainable land use strategies for Germany. The spatial explicit land use change model Land Use Scanner is used to simulate alternative scenarios of land use change for Germany for 2030. A multi-criteria analysis is set up based on these scenarios and based on a set of indicators. They are used to measure whether the mitigation and adaptation objectives can be achieved and to uncover conflicts between these aims. The results show that the built-up and transport area development can be influenced both in terms of magnitude and spatial distribution to contribute to climate change mitigation and adaptation. Strengthening the inner-urban development is particularly effective in terms of reducing built-up and transport area development. It is possible to reduce built-up and transport area development to approximately 30 ha per day in 2030, which matches the sustainability objective of the German Federal Government for the year 2020. In the case of adaptation to climate change, the inclusion of extreme flood events in the context of spatial planning requirements may contribute to a reduction of the damage potential.",WOS:000381499600002,2030,Climate change mitigation,
137,"Decision-makers in the fields of urban and regional planning in Germany face new challenges. High rates of urban sprawl need to be reduced by increased inner-urban development while settlements have to adapt to climate change and contribute to the reduction of greenhouse gas emissions at the same time. In this study, we analyze conflicts in the management of urban areas and develop integrated sustainable land use strategies for Germany. The spatial explicit land use change model Land Use Scanner is used to simulate alternative scenarios of land use change for Germany for 2030. A multi-criteria analysis is set up based on these scenarios and based on a set of indicators. They are used to measure whether the mitigation and adaptation objectives can be achieved and to uncover conflicts between these aims. The results show that the built-up and transport area development can be influenced both in terms of magnitude and spatial distribution to contribute to climate change mitigation and adaptation. Strengthening the inner-urban development is particularly effective in terms of reducing built-up and transport area development. It is possible to reduce built-up and transport area development to approximately 30 ha per day in 2030, which matches the sustainability objective of the German Federal Government for the year 2020. In the case of adaptation to climate change, the inclusion of extreme flood events in the context of spatial planning requirements may contribute to a reduction of the damage potential.",WOS:000381499600002,2030,Climate change mitigation,
138,"Tremendous amounts of wastes are generated in urban areas due to accelerating industrialization and urbanization. The current unreasonable waste disposal patterns and potential energy value of urban wastes necessitates the promotion of waste-to-energy implementation. This study is intent on discovering the complete energy, economic and environmental potentials of urban wastes taking municipal solid wastes, waste oil, organic wastewater and livestock manure into consideration. A waste-to-energy system is constructed incorporating these wastes and five waste-to-energy technologies. A novel input-output simulation model is developed and applied to a metropolis to introduce the waste-to energy system into the current socioeconomic system and form five waste-to-energy industries. The trends in waste generation and energy recovery potential, economic benefits and greenhouse gas mitigation contribution for the study area are estimated and explored from 2011 to 2025. By 2025, biodiesel production and power generation could amount to 72.11 thousand t and 1.59 billion kW h respectively. Due to the highest energy recovery and the most subsidies, the organic wastewater biogas industry has the highest output and net profit, followed by the waste incineration power generation industry. In total 17.97 million t (carbon dioxide-equivalent) accumulative greenhouse gas emission could be mitigated. The organic wastewater biogas industry and waste incineration power generation industry are more advantageous for the study area in terms of better energy, economic and environmental performances. The methods presented and the quantified energy, economic and environmental potentials of urban wastes are expected to provide local decision makers with options for sounder waste management. (C) 2016 Elsevier Ltd. All rights reserved.",WOS:000372676200015,2025,Waste management,
139,"The Chinese government has now published its emission reduction goal of carbon dioxide by 2020 and any industrial player is obliged to take effective initiatives to decrease its carbon footprint. For the city logistics distribution system, as a significant energy-consuming and pollutant-emitting sector, energy saving and emission reduction are very meaningful especially for megacities like Beijing. With rational hypotheses and parameter design, meanwhile considering the deployment of low-carbon resources, a novel carbon tax-constrained city logistics distribution network planning model is proposed. The model is a ""bilinear non-convex mixed integer programming and is reduced to a pure linear mixed integer programming through proper linearization. To verify the effectiveness of the model, an empirical study is conducted on a city logistics operator in Beijing and the popular commercial optimization suite IBM ILOG CPLEX is adopted for optimization purpose. Through analysis of the optimization results and comparison with traditional optimization models, it is found that the proposed model can help the city logistics distribution operator save up to 9.2% of operational cost during a full service cycle, and meanwhile cut down its carbon dioxide discharge by around 54.5% or 2135 metric tons at most. Crown Copyright (C) 2013 Published by Elsevier Ltd. All rights reserved.",WOS:000372690100023,2020,Network optimisation,
140,"By lumping together charcoal and firewood consumption to determine the threats to forests from widespread use of woodfuel energy in sub-Sahara African, studies have greatly underestimated the individual impact of charcoal. Where high consumption levels are coupled with poor forest management and negligible regulation of the charcoal trade, the threat of an impending crisis caused by charcoal alone needs to be revisited. This study uses a survey of 244 households in six Tanzanian cities to determine whether current consumption levels, charcoal production techniques and forest management practices are sufficient to meet present and future charcoal demand. Projections to year 2100 were made to determine whether forests can continue to meet future demand under 24 scenarios that capture the numerous uncertainties that exist of converting charcoal consumption into forest needed. The findings suggest that the scenarios containing median consumption levels, low kiln efficiencies and low replenishment of harvested forests could deplete forests on public land by 2028. Best-case scenarios occurred when the opposite conditions existed. The study concludes that charcoal consumption is a real threat to the long-term persistence of forests in Tanzania and proposes policy interventions for alleviating forest loss. (c) 2007 Elsevier Ltd. All rights reserved.",WOS:000247881800024,2100,Energy efficiency & consumption,
141,"By lumping together charcoal and firewood consumption to determine the threats to forests from widespread use of woodfuel energy in sub-Sahara African, studies have greatly underestimated the individual impact of charcoal. Where high consumption levels are coupled with poor forest management and negligible regulation of the charcoal trade, the threat of an impending crisis caused by charcoal alone needs to be revisited. This study uses a survey of 244 households in six Tanzanian cities to determine whether current consumption levels, charcoal production techniques and forest management practices are sufficient to meet present and future charcoal demand. Projections to year 2100 were made to determine whether forests can continue to meet future demand under 24 scenarios that capture the numerous uncertainties that exist of converting charcoal consumption into forest needed. The findings suggest that the scenarios containing median consumption levels, low kiln efficiencies and low replenishment of harvested forests could deplete forests on public land by 2028. Best-case scenarios occurred when the opposite conditions existed. The study concludes that charcoal consumption is a real threat to the long-term persistence of forests in Tanzania and proposes policy interventions for alleviating forest loss. (c) 2007 Elsevier Ltd. All rights reserved.",WOS:000247881800024,2028,Energy efficiency & consumption,
142,"The task of achieving major CO2 reductions in the residential building stock raises a wide range of policy issues, from the relationship between the rate of demolition and preserving 'heritage' areas, the standards of new build, embodied energy, roof orientation, and the provision of on-site generation. These are all vital, but the paramount task is the refurbishment of the existing building stock. In the UK, 87% of existing homes are expected to be standing in 2050, with a space-heating demand that has been reduced from 14 600 to 9000 kWh per year through the provision of high levels of insulation and measures to avoid the need for air-conditioning. For all homes, old and new, major carbon reductions will require the installation of low- and zero-carbon technologies and reduced energy consumption in appliances. The scale and urgency of the task is identified, with some pointers, to progress the policy debate. The research is based on the 40% House (2005) report and uses Oxford's UK Domestic Carbon Model. Whilst most of the evidence comes from UK households, the lessons have wider ramifications, both for other sectors and for other countries. Behavioural change will be a vital component, whether from the different professions and trades involved, or from the occupants.",WOS:000247064400003,2050,Building energy standards,
